Concatenate (Fusion),Supplier,PO No  ( EBS ),PO ( EBS ) Delivery Date,MRR No. ( EBS ),MRR Date ( EBS ),MRR No. ( Fusion ),MRR Release Date,Invoice Number,Invoice Ref.
16202-13740,SHANGHAI YUKING WATER SOLUBLE MAT. T.CO. LTD.CHINA,16202,2023-03-10,13449,2023-11-13,13740,2023-11-15,0,Not Submitted
17207-13750,ANYANG DONGTAI PHARMACEUTICAL TECHNOLOGY LIMITED COMPANY,17207,2023-09-20,13447,2023-11-13,13750,2023-11-20,0,Not Submitted
15938-13708,EVONIK NUTRITION AND CARE GMBH,15938,2023-03-25,13438,2023-11-08,13708,2023-11-13,0,Not Submitted
17437-13728,"MOEHS CANTABRA, S. L",17437,2023-09-30,13437,2023-11-08,13728,2023-11-11,0,Not Submitted
17243-13738,"Lianyungang Guike Pharmaceutical Co., Ltd.",17243,2023-09-01,13436,2023-11-08,13738,2023-11-14,0,Not Submitted
17721-0,A. M. YOUSUF & CO.,17721,2023-11-25,13431,2023-11-08,0,,0,Not Submitted
17736-13735,LUOHE CHAMP GROWING TRADING CO. LTD. CHINA,17736,2023-09-25,13427,2023-11-07,13735,2023-11-14,0,Not Submitted
17458-13695,COLORCON LTD.,17458,2023-10-30,13426,2023-11-07,13695,2023-11-10,0,Not Submitted
16738-13684,TRIFARMA SPA,16738,2023-07-05,13425,2023-11-07,13684,2023-11-10,0,Not Submitted
16738-13683,TRIFARMA SPA,16738,2023-07-05,13424,2023-11-07,13683,2023-11-10,0,Not Submitted
17246-0,IFTEKHAR INTERNATIONAL,17246,2023-09-25,13423,2023-11-07,0,2023-11-20,0,Not Submitted
17218-0,METIER PLASTIC (PVT.) LIMITED,17218,2023-10-20,13421,2023-11-07,0,2023-11-10,0,Not Submitted
16903-0,IDEAPAC,16903,2023-08-07,13409,2023-11-03,0,,0,Not Submitted
17245-13678,ZHUHAI CHUMING DEVELOPMENT COMPANY LTD. CHINA,17245,2023-10-01,13408,2023-11-02,13678,2023-11-08,0,Not Submitted
17245-13676,ZHUHAI CHUMING DEVELOPMENT COMPANY LTD. CHINA,17245,2023-10-01,13407,2023-11-02,13676,2023-11-06,0,Not Submitted
14726-13713,NINGBO STEPS IMPORT & EXPORT CO. LTD.,14726,2022-09-01,13406,2023-11-02,13713,2023-11-07,0,Not Submitted
14726-13713,NINGBO STEPS IMPORT & EXPORT CO. LTD.,14726,2022-09-01,13406,2023-11-02,13713,2023-11-07,0,Not Submitted
17125-13693,MOEHS IBERICA S.L.,17125,2023-09-14,13405,2023-11-02,13693,2023-11-07,0,Not Submitted
1331-0,AL-HILAL PACKAGING (PVT.) LTD,1331,2018-05-01,134,2018-05-29,0,,0,Not Submitted
1331-0,AL-HILAL PACKAGING (PVT.) LTD,1331,2018-05-01,134,2018-05-29,0,,0,Not Submitted
17540-13828,METIER IMPRESSIONS (PVT) LTD.,17540,2023-10-31,13396,2023-10-31,13828,,0,Not Submitted
17038-13827,METIER IMPRESSIONS (PVT) LTD.,17038,2023-08-28,13392,2023-10-31,13827,2023-11-30,0,Not Submitted
17270-13720,METIER PLASTIC (PVT.) LIMITED,17270,2023-09-25,13391,2023-10-31,13720,2023-11-03,0,Not Submitted
17270-13844,METIER PLASTIC (PVT.) LIMITED,17270,2023-09-25,13390,2023-10-31,13844,2023-12-01,0,Not Submitted
17218-13719,METIER PLASTIC (PVT.) LIMITED,17218,2023-11-20,13389,2023-10-31,13719,2023-11-03,0,Not Submitted
17223-13826,METIER IMPRESSIONS (PVT) LTD.,17223,2023-10-02,13383,2023-10-30,13826,2023-11-30,0,Not Submitted
16903-0,IDEAPAC,16903,2023-08-07,13378,2023-10-30,0,,0,Not Submitted
17246-13717,IFTEKHAR INTERNATIONAL,17246,2023-09-25,13375,2023-10-30,13717,2023-11-03,0,Not Submitted
17057-13710,"FUAN GROUP CHONGQING KINGSDAY PHARMACEUTICAL CO., LTD",17057,2023-08-01,13374,2023-10-27,13710,2023-11-07,0,Not Submitted
17205-13668,METIER IMPRESSIONS (PVT) LTD.,17205,2023-09-08,13373,2023-10-28,13668,2023-10-31,0,Not Submitted
17477-13667,METIER IMPRESSIONS (PVT) LTD.,17477,2023-10-20,13372,2023-10-28,13667,2023-10-31,0,Not Submitted
17205-13666,METIER IMPRESSIONS (PVT) LTD.,17205,2023-09-07,13370,2023-10-28,13666,2023-10-31,0,Not Submitted
17665-13729,METIER IMPRESSIONS (PVT) LTD.,17665,2023-10-31,13369,2023-10-28,13729,2023-11-07,0,Not Submitted
17270-13665,METIER PLASTIC (PVT.) LIMITED,17270,2023-09-25,13368,2023-10-27,13665,2023-10-31,0,Not Submitted
17218-13709,METIER PLASTIC (PVT.) LIMITED,17218,2023-11-20,13367,2023-10-27,13709,2023-11-07,0,Not Submitted
17218-13664,METIER PLASTIC (PVT.) LIMITED,17218,2023-11-20,13366,2023-10-27,13664,2023-10-31,0,Not Submitted
17218-13663,METIER PLASTIC (PVT.) LIMITED,17218,2023-11-20,13365,2023-10-27,13663,2023-10-31,0,Not Submitted
17218-13775,METIER PLASTIC (PVT.) LIMITED,17218,2023-11-20,13364,2023-10-27,13775,2023-11-22,0,Not Submitted
17504-13841,LIVEWELL CAPSULES (PRIVATE) LIMITED,17504,2023-10-20,13363,2023-10-26,13841,2023-12-01,0,Not Submitted
17209-13661,SHANGHAI YUKING WATER SOLUBLE MAT. T.CO. LTD.CHINA,17209,2023-08-14,13360,2023-10-25,13661,2023-11-03,0,Not Submitted
17209-13651,SHANGHAI YUKING WATER SOLUBLE MAT. T.CO. LTD.CHINA,17209,2023-08-14,13359,2023-10-25,13651,2023-11-03,0,Not Submitted
17209-13649,SHANGHAI YUKING WATER SOLUBLE MAT. T.CO. LTD.CHINA,17209,2023-08-14,13358,2023-10-25,13649,2023-11-03,0,Not Submitted
17209-13634,SHANGHAI YUKING WATER SOLUBLE MAT. T.CO. LTD.CHINA,17209,2023-08-14,13357,2023-10-25,13634,2023-11-03,0,Not Submitted
17183-13699,ZHEJIANG KANGLE PHARMACEUTICAL CO. LTD.,17183,2023-09-10,13356,2023-10-25,13699,2023-11-03,0,Not Submitted
17270-13840,METIER PLASTIC (PVT.) LIMITED,17270,2023-09-25,13344,2023-10-24,13840,2023-12-01,0,Not Submitted
16559-0,BROTHERS ENTERPRISE (PVT.) LIMITED,16559,2023-05-15,13337,2023-10-23,0,,0,Not Submitted
17246-13631,IFTEKHAR INTERNATIONAL,17246,2023-09-25,13334,2023-10-21,13631,2023-10-26,0,Not Submitted
17387-13698,METIER AMPOULE (PVT.) LIMITED,17387,2023-09-25,13333,2023-10-20,13698,2023-11-03,0,Not Submitted
17098-13580,"MOEHS CANTABRA, S. L",17098,2023-08-30,13328,2023-10-20,13580,2023-11-03,0,Not Submitted
16422-13628,"SHANDONG PHARMACEUTICAL GLASS CO., LTD.",16422,2023-05-15,13327,2023-10-20,13628,2023-10-25,0,Not Submitted
17175-13627,"SHANDONG PHARMACEUTICAL GLASS CO., LTD.",17175,2023-09-10,13326,2023-10-20,13627,2023-10-25,0,Not Submitted
425-0,"COLORCON ASIA PACIFIC PTE, LIMITED",425,2018-04-17,1332,2018-08-31,0,,0,Not Submitted
425-0,"COLORCON ASIA PACIFIC PTE, LIMITED",425,2018-04-17,1332,2018-08-31,0,,0,Not Submitted
425-0,"COLORCON ASIA PACIFIC PTE, LIMITED",425,2018-04-17,1332,2018-08-31,0,,0,Not Submitted
17218-13783,METIER PLASTIC (PVT.) LIMITED,17218,2023-11-20,13317,2023-10-19,13783,2023-11-23,0,Not Submitted
17614-0,PAK ELECTRON BEAM IRRADIATION (PVT.) LTD.,17614,2023-10-16,13311,2023-10-19,0,,0,Not Submitted
17614-0,PAK ELECTRON BEAM IRRADIATION (PVT.) LTD.,17614,2023-07-10,13310,2023-10-19,0,,0,Not Submitted
17218-0,METIER PLASTIC (PVT.) LIMITED,17218,2023-11-20,13304,2023-10-17,0,2023-11-30,0,Not Submitted
17270-13612,METIER PLASTIC (PVT.) LIMITED,17270,2023-09-25,13303,2023-10-17,13612,2023-12-07,0,Not Submitted
848-0,SUPERLINE MARKETING CO.,848,2018-04-02,133,2018-05-29,0,,0,Not Submitted
9778-119,MEDIST FZE,9778,2020-11-13,133,2020-11-13,119,,0,Not Submitted
17205-13601,METIER IMPRESSIONS (PVT) LTD.,17205,2023-09-08,13297,2023-10-17,13601,2023-10-24,0,Not Submitted
17443-13608,METIER AMPOULE (PVT.) LIMITED,17443,2023-10-10,13296,2023-10-17,13608,2023-10-24,0,Not Submitted
17499-13604,METIER IMPRESSIONS (PVT) LTD.,17499,2023-09-25,13291,2023-10-17,13604,2023-10-24,0,Not Submitted
17499-13600,METIER IMPRESSIONS (PVT) LTD.,17499,2023-09-25,13290,2023-10-16,13600,2023-10-24,0,Not Submitted
17116-13599,METIER IMPRESSIONS (PVT) LTD.,17116,2023-09-08,13289,2023-10-16,13599,2023-10-24,0,Not Submitted
17270-13659,METIER PLASTIC (PVT.) LIMITED,17270,2023-09-25,13287,2023-10-16,13659,2023-10-31,0,Not Submitted
17270-13670,METIER PLASTIC (PVT.) LIMITED,17270,2023-09-25,13286,2023-10-16,13670,2023-10-31,0,Not Submitted
16135-13545,ASHLAND SPECIALTY CHEMICAL (SINGAPORE) PTE. LTD,16135,2023-01-15,13281,2023-10-13,13545,2023-11-03,0,Not Submitted
16135-13533,ASHLAND SPECIALTY CHEMICAL (SINGAPORE) PTE. LTD,16135,2023-01-15,13280,2023-10-13,13533,2023-11-03,0,Not Submitted
17493-13622,METIER IMPRESSIONS (PVT) LTD.,17493,2023-09-25,13279,2023-10-13,13622,2023-10-24,0,Not Submitted
17387-13567,METIER AMPOULE (PVT.) LIMITED,17387,2023-09-25,13278,2023-10-13,13567,2023-10-19,0,Not Submitted
17270-13658,METIER PLASTIC (PVT.) LIMITED,17270,2023-09-25,13275,2023-10-13,13658,2023-10-31,0,Not Submitted
17218-13563,METIER PLASTIC (PVT.) LIMITED,17218,2023-11-20,13274,2023-10-13,13563,2023-10-17,0,Not Submitted
17493-13598,METIER IMPRESSIONS (PVT) LTD.,17493,2023-09-25,13271,2023-10-13,13598,2023-10-24,0,Not Submitted
17391-13597,METIER IMPRESSIONS (PVT) LTD.,17391,2023-09-25,13270,2023-10-13,13597,2023-10-24,0,Not Submitted
16423-13566,METIER AMPOULE (PVT.) LIMITED,16423,2023-05-25,13267,2023-10-13,13566,2023-10-19,0,Not Submitted
16885-13542,"ZHEJIANG LANGHUA PHARMACEUTICAL CO.,LTD CHINA",16885,2023-06-20,13265,2023-10-12,13542,2023-11-03,0,Not Submitted
17395-13603,METIER IMPRESSIONS (PVT) LTD.,17395,2023-09-25,13261,2023-10-12,13603,2023-10-24,0,Not Submitted
17205-13553,METIER IMPRESSIONS (PVT) LTD.,17205,2023-09-08,13260,2023-10-12,13553,2023-10-19,0,Not Submitted
17499-13577,METIER IMPRESSIONS (PVT) LTD.,17499,2023-09-25,13259,2023-10-12,13577,2023-10-20,0,Not Submitted
17539-13552,RELIABLE INTERNATIONAL,17539,2023-09-30,13258,2023-10-12,13552,2023-11-03,0,Not Submitted
17448-13596,METIER IMPRESSIONS (PVT) LTD.,17448,2023-10-10,13252,2023-10-11,13596,2023-10-24,0,Not Submitted
17395-13595,METIER IMPRESSIONS (PVT) LTD.,17395,2023-09-25,13251,2023-10-11,13595,2023-10-24,0,Not Submitted
17395-13594,METIER IMPRESSIONS (PVT) LTD.,17395,2023-10-02,13250,2023-10-11,13594,2023-10-24,0,Not Submitted
17205-13593,METIER IMPRESSIONS (PVT) LTD.,17205,2023-09-25,13249,2023-10-11,13593,2023-10-24,0,Not Submitted
17493-0,METIER IMPRESSIONS (PVT) LTD.,17493,2023-09-25,13248,2023-10-11,0,2023-10-20,0,Not Submitted
17395-13592,METIER IMPRESSIONS (PVT) LTD.,17395,2023-09-25,13247,2023-10-11,13592,2023-10-24,0,Not Submitted
17395-13591,METIER IMPRESSIONS (PVT) LTD.,17395,2023-09-25,13246,2023-10-11,13591,2023-10-24,0,Not Submitted
16985-13528,OXO TRANSLATIONAL SCIENCE GMBH,16985,2023-08-22,13245,2023-10-10,13528,2023-11-03,0,Not Submitted
16985-13511,OXO TRANSLATIONAL SCIENCE GMBH,16985,2023-08-22,13244,2023-10-10,13511,2023-11-03,0,Not Submitted
2571-0,METIER PLASTIC (PVT.) LIMITED,2571,2018-08-31,1324,2018-08-30,0,2018-09-01,0,Not Submitted
17493-13540,METIER IMPRESSIONS (PVT) LTD.,17493,2023-10-10,13238,2023-10-10,13540,2023-10-16,0,Not Submitted
17493-13590,METIER IMPRESSIONS (PVT) LTD.,17493,2023-09-25,13237,2023-10-10,13590,2023-10-24,0,Not Submitted
17240-13589,METIER IMPRESSIONS (PVT) LTD.,17240,2023-09-20,13236,2023-10-10,13589,2023-10-24,0,Not Submitted
17240-13588,METIER IMPRESSIONS (PVT) LTD.,17240,2023-09-20,13235,2023-10-10,13588,2023-10-24,0,Not Submitted
17391-13558,METIER IMPRESSIONS (PVT) LTD.,17391,2023-09-25,13233,2023-10-10,13558,2023-10-18,0,Not Submitted
17391-13557,METIER IMPRESSIONS (PVT) LTD.,17391,2023-09-25,13232,2023-10-10,13557,2023-10-18,0,Not Submitted
17480-13697,METIER IMPRESSIONS (PVT) LTD.,17480,2023-09-25,13231,2023-10-10,13697,2023-11-03,0,Not Submitted
17038-13587,METIER IMPRESSIONS (PVT) LTD.,17038,2023-08-28,13230,2023-10-10,13587,2023-10-24,0,Not Submitted
2590-1318,AKMAL PRINT HOUSE (PVT.) LTD.,2590,2018-08-31,1323,2018-08-30,1318,2018-09-05,0,Not Submitted
17218-13518,METIER PLASTIC (PVT.) LIMITED,17218,2023-11-20,13229,2023-10-10,13518,2023-10-12,0,Not Submitted
17218-13517,METIER PLASTIC (PVT.) LIMITED,17218,2023-11-20,13223,2023-10-09,13517,2023-10-12,0,Not Submitted
17218-13539,METIER PLASTIC (PVT.) LIMITED,17218,2023-11-20,13222,2023-10-09,13539,2023-10-16,0,Not Submitted
17218-13538,METIER PLASTIC (PVT.) LIMITED,17218,2023-10-20,13221,2023-10-09,13538,2023-10-16,0,Not Submitted
17223-13585,METIER IMPRESSIONS (PVT) LTD.,17223,2023-10-02,13220,2023-10-09,13585,2023-10-24,0,Not Submitted
17270-13537,METIER PLASTIC (PVT.) LIMITED,17270,2023-09-25,13219,2023-10-09,13537,2023-10-16,0,Not Submitted
17493-13556,METIER IMPRESSIONS (PVT) LTD.,17493,2023-09-29,13218,2023-10-09,13556,2023-10-18,0,Not Submitted
17493-13555,METIER IMPRESSIONS (PVT) LTD.,17493,2023-09-29,13217,2023-10-09,13555,2023-10-18,0,Not Submitted
17449-13536,METIER IMPRESSIONS (PVT) LTD.,17449,2023-10-10,13216,2023-10-09,13536,2023-10-16,0,Not Submitted
17359-13560,METIER AMPOULE (PVT.) LIMITED,17359,2023-10-19,13215,2023-10-09,13560,2023-10-17,0,Not Submitted
2515-0,KHAN PACKAGES,2515,2018-08-31,1321,2018-08-30,0,2018-09-01,0,Not Submitted
17218-13522,METIER PLASTIC (PVT.) LIMITED,17218,2023-11-20,13209,2023-10-09,13522,2023-10-12,0,Not Submitted
17218-13535,METIER PLASTIC (PVT.) LIMITED,17218,2023-11-20,13208,2023-10-09,13535,2023-10-16,0,Not Submitted
17218-13516,METIER PLASTIC (PVT.) LIMITED,17218,2023-11-20,13206,2023-10-06,13516,2023-10-12,0,Not Submitted
17218-13515,METIER PLASTIC (PVT.) LIMITED,17218,2023-10-20,13205,2023-10-06,13515,2023-10-12,0,Not Submitted
17218-0,METIER PLASTIC (PVT.) LIMITED,17218,2023-10-20,13204,2023-10-06,0,2023-10-12,0,Not Submitted
17218-13513,METIER PLASTIC (PVT.) LIMITED,17218,2023-11-20,13203,2023-10-06,13513,2023-10-12,0,Not Submitted
16229-13571,IFTEKHAR INTERNATIONAL,16229,2023-02-20,13202,2023-10-06,13571,2023-10-19,0,Not Submitted
17493-13554,METIER IMPRESSIONS (PVT) LTD.,17493,2023-09-25,13201,2023-10-06,13554,2023-10-18,0,Not Submitted
17493-13559,METIER IMPRESSIONS (PVT) LTD.,17493,2023-09-25,13200,2023-10-06,13559,2023-10-17,0,Not Submitted
2515-1540,KHAN PACKAGES,2515,2018-08-31,1320,2018-08-30,1540,2018-09-01,0,Not Submitted
3418-2368,SYED ENTERPRISES,3418,2018-11-06,1320,2019-05-13,2368,,0,Not Submitted
3418-2368,SYED ENTERPRISES,3418,2018-11-06,1320,2019-05-13,2368,,0,Not Submitted
3418-2368,SYED ENTERPRISES,3418,2018-11-06,1320,2019-05-13,2368,,0,Not Submitted
3418-2368,SYED ENTERPRISES,3418,2018-11-06,1320,2019-05-13,2368,,0,Not Submitted
3418-2368,SYED ENTERPRISES,3418,2018-11-06,1320,2019-05-13,2368,,0,Not Submitted
9717-120,"ZHEJIANG GUOBANG PHARMACEUTICAL CO., LTD.",9717,2020-11-16,132,2020-11-10,120,2023-03-21,0,Not Submitted
17493-13512,METIER IMPRESSIONS (PVT) LTD.,17493,2023-10-10,13199,2023-10-06,13512,2023-10-12,0,Not Submitted
17266-13654,METIER AMPOULE (PVT.) LIMITED,17266,2023-09-25,13193,2023-10-05,13654,2023-10-31,0,Not Submitted
17218-13582,METIER PLASTIC (PVT.) LIMITED,17218,2023-11-20,13191,2023-10-04,13582,2023-10-24,0,Not Submitted
1920-0,REBORN INDUSTIRES (PVT) LTD,1920,2018-08-15,1319,2018-08-30,0,2018-09-01,0,Not Submitted
17218-0,METIER PLASTIC (PVT.) LIMITED,17218,2023-10-20,13186,2023-10-04,0,2023-10-05,0,Not Submitted
17245-13499,ZHUHAI CHUMING DEVELOPMENT COMPANY LTD. CHINA,17245,2023-10-01,13181,2023-10-03,13499,2023-11-03,0,Not Submitted
17245-13487,ZHUHAI CHUMING DEVELOPMENT COMPANY LTD. CHINA,17245,2023-10-01,13180,2023-10-03,13487,2023-11-03,0,Not Submitted
2538-0,REBORN INDUSTIRES (PVT) LTD,2538,2018-08-30,1318,2018-08-30,0,2018-09-01,0,Not Submitted
17205-0,METIER IMPRESSIONS (PVT) LTD.,17205,2023-08-30,13177,2023-09-30,0,2023-10-09,0,Not Submitted
1898-0,GELCAPS (PAKISTAN) LIMITED,1898,2018-07-10,1317,2018-08-30,0,,0,Not Submitted
1898-0,GELCAPS (PAKISTAN) LIMITED,1898,2018-09-28,1316,2018-08-30,0,,0,Not Submitted
17271-0,METIER IMPRESSIONS (PVT) LTD.,17271,2023-09-20,13153,2023-09-26,0,2023-10-02,0,Not Submitted
17227-13468,M. A. PRINTERS,17227,2023-09-15,13150,2023-09-26,13468,2023-10-02,0,Not Submitted
17146-13467,M. A. PRINTERS,17146,2023-09-05,13149,2023-09-26,13467,2023-10-02,0,Not Submitted
16197-13465,SHANGHAI YUKING WATER SOLUBLE MAT. T.CO. LTD.CHINA,16197,2023-02-10,13142,2023-09-22,13465,2023-11-03,0,Not Submitted
16197-13452,SHANGHAI YUKING WATER SOLUBLE MAT. T.CO. LTD.CHINA,16197,2023-02-10,13141,2023-09-22,13452,2023-11-03,0,Not Submitted
16197-13430,SHANGHAI YUKING WATER SOLUBLE MAT. T.CO. LTD.CHINA,16197,2023-02-10,13140,2023-09-22,13430,2023-11-03,0,Not Submitted
16197-13429,SHANGHAI YUKING WATER SOLUBLE MAT. T.CO. LTD.CHINA,16197,2023-02-10,13139,2023-09-22,13429,2023-11-03,0,Not Submitted
17260-13442,ASHLAND SPECIALTY CHEMICAL (SINGAPORE) PTE. LTD,17260,2023-09-10,13138,2023-09-22,13442,2023-11-03,0,Not Submitted
15633-13440,MERZ THERAPEUTICS GMBH,15633,2022-12-30,13135,2023-09-22,13440,2023-11-03,0,Not Submitted
15633-13439,MERZ THERAPEUTICS GMBH,15633,2022-12-30,13134,2023-09-22,13439,2023-11-03,0,Not Submitted
17348-0,STANDARD SCIENTIFIC SUPPLIES,17348,2023-08-25,13122,2023-09-21,0,,0,Not Submitted
17181-0,STANDARD SCIENTIFIC SUPPLIES,17181,2023-08-15,13120,2023-09-21,0,,0,Not Submitted
16560-13583,LIVEWELL CAPSULES (PRIVATE) LIMITED,16560,2023-04-27,13119,2023-09-21,13583,2023-10-24,0,Not Submitted
16996-13581,METIER AMPOULE (PVT.) LIMITED,16996,2023-08-15,13113,2023-09-21,13581,2023-10-24,0,Not Submitted
17089-13428,ZHEJIANG JINGXIN PHARMA IMPORT/EXPORT CO LTD CHINA,17089,2023-09-18,13112,2023-09-20,13428,2023-11-03,0,Not Submitted
17268-13431,UNITED TUBES (PRIVATE) LIMITED,17268,2023-09-15,13111,2023-09-19,13431,2023-09-25,0,Not Submitted
1572-0,ZHEJIANG JINGXIN PHARMA IMPORT/EXPORT CO LTD CHINA,1572,2018-07-02,1311,2018-08-29,0,,0,Not Submitted
17218-13422,METIER PLASTIC (PVT.) LIMITED,17218,2023-09-20,13109,2023-09-15,13422,2023-09-18,0,Not Submitted
17218-13421,METIER PLASTIC (PVT.) LIMITED,17218,2023-10-20,13108,2023-09-15,13421,2023-09-18,0,Not Submitted
17208-13423,SHANGHAI YUKING WATER SOLUBLE MAT. T.CO. LTD.CHINA,17208,2023-08-14,13106,2023-09-13,13423,2023-11-03,0,Not Submitted
17208-13419,SHANGHAI YUKING WATER SOLUBLE MAT. T.CO. LTD.CHINA,17208,2023-08-14,13105,2023-09-13,13419,2023-11-03,0,Not Submitted
17208-13416,SHANGHAI YUKING WATER SOLUBLE MAT. T.CO. LTD.CHINA,17208,2023-08-14,13104,2023-09-13,13416,2023-11-03,0,Not Submitted
17208-13415,SHANGHAI YUKING WATER SOLUBLE MAT. T.CO. LTD.CHINA,17208,2023-08-14,13103,2023-09-13,13415,2023-11-03,0,Not Submitted
16306-13424,MAPS LABORATORIES PRIVATE LIMITED INDIA,16306,2023-04-25,13101,2023-09-13,13424,2023-11-03,0,Not Submitted
1572-0,ZHEJIANG JINGXIN PHARMA IMPORT/EXPORT CO LTD CHINA,1572,2018-07-02,1310,2018-08-29,0,,0,Not Submitted
9700-0,"ZHEJIANG GUOBANG PHARMACEUTICAL CO., LTD.",9700,2020-11-13,131,2020-11-09,0,,0,Not Submitted
16181-13408,"Lianyungang Guike Pharmaceutical Co., Ltd.",16181,2023-03-30,13094,2023-09-12,13408,2023-11-03,0,Not Submitted
16181-13407,"Lianyungang Guike Pharmaceutical Co., Ltd.",16181,2023-03-30,13093,2023-09-12,13407,2023-11-03,0,Not Submitted
16181-13406,"Lianyungang Guike Pharmaceutical Co., Ltd.",16181,2023-03-30,13092,2023-09-12,13406,2023-11-03,0,Not Submitted
1572-0,ZHEJIANG JINGXIN PHARMA IMPORT/EXPORT CO LTD CHINA,1572,2018-07-02,1309,2018-08-29,0,,0,Not Submitted
17016-13404,ZHEJIANG JINGXIN PHARMA IMPORT/EXPORT CO LTD CHINA,17016,2023-08-20,13088,2023-09-08,13404,2023-11-03,0,Not Submitted
17117-0,METIER PLASTIC (PVT.) LIMITED,17117,2023-09-01,13081,2023-09-07,0,2023-09-08,0,Not Submitted
17008-0,VISION PHARMACEUTICALS (PRIVATE) LIMITED,17008,2023-08-07,13080,2023-09-06,0,,0,Not Submitted
1572-0,ZHEJIANG JINGXIN PHARMA IMPORT/EXPORT CO LTD CHINA,1572,2018-07-02,1308,2018-08-29,0,,0,Not Submitted
17095-0,VISION PHARMACEUTICALS (PRIVATE) LIMITED,17095,2023-08-15,13079,2023-09-06,0,,0,Not Submitted
16978-0,M/S ALI ENTERPRISES,16978,2023-03-30,13078,2023-09-06,0,,0,Not Submitted
1572-0,ZHEJIANG JINGXIN PHARMA IMPORT/EXPORT CO LTD CHINA,1572,2018-07-02,1307,2018-08-29,0,,0,Not Submitted
17087-13437,ZHEJIANG JINGXIN PHARMA IMPORT/EXPORT CO LTD CHINA,17087,2023-09-18,13068,2023-09-05,13437,2023-11-03,0,Not Submitted
17083-0,HEALTH CAPSULES PAKISTAN (PRIVATE) LIMITED,17083,2023-09-15,13061,2023-09-04,0,2023-09-11,0,Not Submitted
17083-13390,HEALTH CAPSULES PAKISTAN (PRIVATE) LIMITED,17083,2023-09-15,13060,2023-09-01,13390,2023-09-11,0,Not Submitted
1572-0,ZHEJIANG JINGXIN PHARMA IMPORT/EXPORT CO LTD CHINA,1572,2018-07-02,1306,2018-08-29,0,,0,Not Submitted
986-0,SUPRIYA LIFESCIENCE LTD.,986,2018-05-15,1305,2018-08-28,0,,0,Not Submitted
17102-13340,"ZHEJIANG LANGHUA PHARMACEUTICAL CO.,LTD CHINA",17102,2023-08-20,13028,2023-08-28,13340,2023-08-31,0,Not Submitted
16195-13332,SHANGHAI YUKING WATER SOLUBLE MAT. T.CO. LTD.CHINA,16195,2023-01-10,13026,2023-06-13,13332,2023-08-30,0,Not Submitted
16195-13324,SHANGHAI YUKING WATER SOLUBLE MAT. T.CO. LTD.CHINA,16195,2023-01-10,13025,2023-06-13,13324,2023-08-29,0,Not Submitted
16195-13323,SHANGHAI YUKING WATER SOLUBLE MAT. T.CO. LTD.CHINA,16195,2023-01-10,13024,2023-06-13,13323,2023-08-28,0,Not Submitted
16195-13316,SHANGHAI YUKING WATER SOLUBLE MAT. T.CO. LTD.CHINA,16195,2023-01-10,13023,2023-06-13,13316,2023-08-26,0,Not Submitted
1905-0,METIER PLASTIC (PVT.) LIMITED,1905,2018-07-10,1302,2018-08-29,0,2018-09-01,0,Not Submitted
16431-13443,TOSS ENTERPRISES,16431,2023-03-15,13005,2023-08-23,13443,2023-11-03,0,Not Submitted
128-0,METIER AMPOULE (PVT.) LIMITED,128,2018-04-14,1300,2018-08-29,0,2018-09-01,0,Not Submitted
9082-118,CAMBREX KARISKOGA AB,9082,2020-09-11,130,2020-09-09,118,,0,Not Submitted
1532-2,TEVA API B.V. NETHERLAND,1532,2018-06-13,13,2018-07-11,2,,0,Not Submitted
1532-2,TEVA API B.V. NETHERLAND,1532,2018-06-13,13,2018-07-11,2,,0,Not Submitted
17116-0,METIER IMPRESSIONS (PVT) LTD.,17116,2023-08-10,12992,2023-08-21,0,2023-08-23,0,Not Submitted
15528-13293,"MOEHS CANTABRA, S. L",15528,2022-12-11,12991,2023-08-18,13293,2023-08-21,0,Not Submitted
15528-13292,"MOEHS CANTABRA, S. L",15528,2022-12-11,12990,2023-08-18,13292,2023-08-21,0,Not Submitted
1838-0,METIER AMPOULE (PVT.) LIMITED,1838,2018-07-16,1299,2018-08-29,0,2018-09-01,0,Not Submitted
15223-0,AL NAFAY GRAVURE,15223,2022-07-20,12973,2023-08-11,0,2023-09-08,0,Not Submitted
17130-0,AL NAFAY GRAVURE,17130,2023-08-31,12970,2023-08-10,0,,0,Not Submitted
17130-0,AL NAFAY GRAVURE,17130,2023-08-31,12970,2023-08-10,0,,0,Not Submitted
2163-0,METIER PLASTIC (PVT.) LIMITED,2163,2018-09-20,1297,2018-08-28,0,2018-09-01,0,Not Submitted
17020-0,METIER IMPRESSIONS (PVT) LTD.,17020,2023-08-15,12960,2023-08-09,0,2023-08-23,0,Not Submitted
17101-0,METIER IMPRESSIONS (PVT) LTD.,17101,2023-08-10,12956,2023-08-09,0,2023-08-23,0,Not Submitted
17101-13273,METIER IMPRESSIONS (PVT) LTD.,17101,2023-08-10,12955,2023-08-09,13273,2023-08-15,0,Not Submitted
17101-13285,METIER IMPRESSIONS (PVT) LTD.,17101,2023-08-10,12954,2023-08-09,13285,2023-08-18,0,Not Submitted
17020-0,METIER IMPRESSIONS (PVT) LTD.,17020,2023-08-01,12948,2023-08-08,0,2023-09-06,0,Not Submitted
17020-0,METIER IMPRESSIONS (PVT) LTD.,17020,2023-08-01,12947,2023-08-08,0,2023-09-06,0,Not Submitted
