Concatenate (Fusion),Concatenate (EBS),S. No.,Supplier Name,Purchase Order No,EBS No,Fusion Receipt No,Invoice Ref.
4900-3632,4900-,5639,M.S Engineering,4900,,3632,S000056
6919-3706,6919-,5640,Wadittar Engineering ,6919,,3706,1779
6086-3709,6086-,5641,F. G. Industrial Equipments,6086,,3709,2007846
6934-1593,6934-1538,5642,Scale & Computer Services,6934,1538,1593,765
6321-1591,6321-1536,5643,Zahir Engineering Co.,6321,1536,1591,65/Brookes
6849-3692,6849-2085,5644,Laser Tech,6849,2085,3692,356
5867-,5867-4578,5645,Brothers Enterprises,5867,4578,,98886
6910-3702,6910-2102,5646,Arabian Gasoline,6910,2102,3702,Dec/2019/11
6679-,6679-4571,5647,Superline Marketing ,6679,4571,,516/1920
5368-4305,5368-4584,5648,IDEAPAC,5368,4584,4305,35
6761-,6761-4535,5649,M.A Printer,6761,4535,,87
6506-,6506-2096,5650,M.A Printer,6506,2096,,90
6942-,6942-4574,5651,M.A Printer,6942,4574,,91
6129-4307,6129-4587,5652,Abdoolally Mosabhoy,6129,4587,4307,192000503
5629-4301,5629-4580,5653,Brothers Enterprises,5629,4580,4301,98888
6675-,6675-4610,5654,Metier Impressions,6675,4610,,19200290
6846-,6846-4642,5655,Metier Impressions,6846,4642,,19200292
6177-4364,6177-4638,5656,Metier Ampoule ,6177,4638,4364,19200044
5746-,5746-4636,5657,Metier Plastic,5746,4636,,19200167
6176-4226,6176-4608,5658,Metier Plastic,6176,4608,4226,19200158
5746-,5746-4631,5659,Metier Plastic,5746,4631,,19200165
6176-4323,6176-4617,5660,Metier Plastic,6176,4617,4323,19200160
6176-4229,6176-4618,5661,Metier Plastic,6176,4618,4229,19200162
5746-,5746-4641,5662,Metier Plastic,5746,4641,,19200169
6176-4349,6176-4630,5663,Metier Plastic,6176,4630,4349,19200164
6747-3695,6747-,5664,Honda South,6747,,3695,149356
6540-,6540-4612,5665,Sogo Corporation ,6540,4612,,SC-105159
6881-4341,6881-4615,5666,Sogo Corporation ,6881,4615,4341,SC-105160
6986-4324,6986-4627,5667,ICI Pakistan LTD,6986,4627,4324,215020
6525-4326,6525-4644,5668,United tubes,6525,4644,4326,24435
6840-,6840-,5669,Asad Water,6840,,,6840
5746-,5746-4609,5670,Metier Plastic,5746,4609,,19200159
6176-4363,6176-4637,5671,Metier Plastic,6176,4637,4363,19200166
5746-,5746-4616,5672,Metier Plastic,5746,4616,,19200161
5746-,5746-4619,5673,Metier Plastic,5746,4619,,19200163
6177-4231,6177-4629,5674,Metier Ampoule ,6177,4629,4231,19200043
6176-4365,6176-4640,5675,Metier Plastic,6176,4640,4365,19200168
6176-4353,6176-4649,5676,Metier Plastic,6176,4649,4353,19200170
6176-4354,6176-4650,5677,Metier Plastic,6176,4650,4354,19200171
6655-,6655-4648,5678,Metier Impressions,6655,4648,,19200296
5827-,5827-4647,5679,Metier Impressions,5827,4647,,19200295
6607-3728,6607-2107,5680,Metier Impressions,6607,2107,3728,19200294
6655-,6655-4639,5681,Metier Impressions,6655,4639,,19200291
5418-,5418-4652,5682,Metier Plastic,5418,4652,,19200173
6176-4356,6176-4653,5683,Metier Plastic,6176,4653,4356,19200172
6176-4373,6176-4660,5684,Metier Plastic,6176,4660,4373,19200174
6154-1624,6154-1569,5685,Wadittar Engineering ,6154,1569,1624,1789
5750-1600,5750-1546,5686,Imran Engineering,5750,1546,1600,163
6883-3739,6883-,5687,Wadittar Engineering ,6883,,3739,1785
6916-1620,6916-1565,5688,Wadittar Engineering ,6916,1565,1620,1788
6843-1621,6843-1566,5689,Imran Engineering,6843,1566,1621,165
6843-1611,6843-1556,5690,Imran Engineering,6843,1556,1611,165
6918-1613,6918-1558,5691,Wadittar Engineering ,6918,1558,1613,1786
5337-1612,5337-1557,5692,Syscom International,5337,1557,1612,211
5978-4311,5978-4592,5693,Pakistan Radiation,5978,4592,4311,33062
5978-4313,5978-4594,5694,Pakistan Radiation,5978,4594,4313,33062
5978-4312,5978-4593,5695,Pakistan Radiation,5978,4593,4312,33062
6854-1562,6854-1507,5696,AUTOMATE PAKISTAN,6854,1507,1562,INVP-186433
6929-1602,6929-1548,5697,Syscom Control Air,6929,1548,1602,`011
6695-3673,6695-2078,5698,Tanvir Packages,6695,2078,3673,1212
6691-1603,6691-1549,5699,Advance Engineering Group,6691,1549,1603,2599
6777-3721,6777-2103,5700,Micro Scientific Co.,6777,2103,3721,13429
6734-3643,6734-2059,5701,Industrad,6734,2059,3643,ST/12/1315
6799-1607,6799-1553,5702,Waheed Bhai Carpenter,6799,1553,1607,6799-90
6799-3724,6799-2105,5703,Waheed Bhai Carpenter,6799,2105,3724,6799-90
6799-3729,6799-,5704,Waheed Bhai Carpenter,6799,,3729,6799-90
4553-1580,4553-1525,5705,Fatronic Automation,4553,1525,1580,191203
6656-3742,6656-2116,5706,Interlink Engineering,6656,2116,3742,10235/19-20
6887-1590,6887-1535,5707,Sh.Wilayat Ahmed & Sons,6887,1535,1590,12-02-3000-001-64
5751-3734,5751-2109,5708,Detla Control Inc.,5751,2109,3734,96
6912-1619,6912-1564,5709,Universal Engineering,6912,1564,1619,28769 UE
6912-1608,6912-1554,5710,Universal Engineering,6912,1554,1608,28769 UE
6907-1615,6907-1560,5711,Syscom Control Air,6907,1560,1615,12
6702-1571,6702-1516,5712,Universal Engineering,6702,1516,1571,28765 UE
6860-3745,6860-,5713,Waheed Bhai Carpenter,6860,,3745,6860-61
6860-3731,6860-2108,5714,Waheed Bhai Carpenter,6860,2108,3731,6860-91
5049-3752,5049-2123,5715,Interlink Engineering,5049,2123,3752,10247/19-20
6828-3747,6828-2120,5716,DWP Technologies,6828,2120,3747,03-05-8500-204-82
6172-1628,6172-1573,5717,A. G. Associates,6172,1573,1628,3078
3763-,3763-,5718,A. G. Associates,3763,,,3078
2288-3751,2288-2122,5719,Well Rush Uniform House,2288,2122,3751,1320
2254-3750,2254-2121,5720,Well Rush Uniform House,2254,2121,3750,1321
6738-3756,6738-,5721,Delta Control Automation,6738,,3756,608
6006-4234,6006-4450,5722,United tubes,6006,4450,4234,24338
6006-4234,6006-4450,5723,United tubes,6006,4450,4234,Credit Note 4
6006-4242,6006-4465,5724,United tubes,6006,4465,4242,24349
6006-4234,6006-4450,5725,United tubes,6006,4450,4234,Credit Note 4
7078-,7078-4666,5726,Iftekhar International,7078,4666,,P/118
6564-,6564-4628,5727,Iftekhar International,6564,4628,,P/119
6569-,6569-4635,5728,Gelcaps Pakistan,6569,4635,,34617
5081-3757,5081-,5729,Urba Marker,5081,,3757,BR1812
6125-4054,6125-4309,5730,Guides Corporation,6125,4309,4054,745
6378-2020,6378-3541,5731,HAC & SONS,6378,3541,2020,20-K/SLT-4935
7093-3753,7093-2124,5732,WESCO International,7093,2124,3753,173/19-20
2836-3766,2836-,5733,Bureau Veritas,2836,,3766,19005409
6616-,6616-,5734,Habibullah Industries,6616,,,106-R/HIL/Engg/2019
5894-4052,5894-4362,5735,ICI Pakistan LTD,5894,4362,4052,70470054
5246-2749,5246-1543,5736,Industrad,5246,1543,2749,ST/07/1059
5960-1368,5960-1335,5737,Irshad Sarwar,5960,1335,1368,BRK-19-12-2019 NB14
6210-3176,6210-1796,5738,Irshad Sarwar,6210,1796,3176,BRK-19-10-2019 NB9
4554-3663,4554-3942,5739,Javed Chemical ,4554,3942,3663,21283
5214-2617,5214-1477,5740,Javed Chemical ,5214,1477,2617,21225
5365-3597,5365-2045,5741,Javed Chemical ,5365,2045,3597,21565
5365-2863,5365-1626,5742,Javed Chemical ,5365,1626,2863,21306
5856-3240,5856-1831,5743,Javed Chemical ,5856,1831,3240,21447
6888-4209,6888-4561,5744,Javed Chemical ,6888,4561,4209,21572
6778-3595,6778-2043,5745,Kamran Zafar,6778,2043,3595,BRK-10-12-2019 NB1
6372-1492,6372-1446,5746,Karimi Electromech,6372,1446,1492,514
4474-3954,4474-4261,5747,Khan Packages ,4474,4261,3954,1705
6183-4328,6183-4667,5748,Ghani Glass,6183,4667,4328,PH22012001708
6183-4327,6183-4651,5749,Ghani Glass,6183,4651,4327,PH22012001421
5023-3546,5023-3834,5750,Khan Packages ,5023,3834,3546,1050
5114-4288,5114-4563,5751,Khan Packages ,5114,4563,4288,1118
5324-3757,5324-4097,5752,Khan Packages ,5324,4097,3757,3759
5369-4169,5369-4454,5753,Khan Packages ,5369,4454,4169,1098
5369-4085,5369-4389,5754,Khan Packages ,5369,4389,4085,1088
5369-4030,5369-4359,5755,Khan Packages ,5369,4359,4030,1084
5420-2919,5420-1667,5756,Khan Packages ,5420,1667,2919,1060
5429-3878,5429-4127,5757,Khan Packages ,5429,4127,3878,1063
5429-3975,5429-4284,5758,Khan Packages ,5429,4284,3975,1077
5752-4136,5752-4396,5759,Khan Packages ,5752,4396,4136,1089
5752-3970,5752-4274,5760,Khan Packages ,5752,4274,3970,1076
5752-3894,5752-4233,5761,Khan Packages ,5752,4233,3894,1071
5853-4065,5853-4367,5762,Khan Packages ,5853,4367,4065,1085
6178-4145,6178-4417,5763,Khan Packages ,6178,4417,4145,1092
6178-4139,6178-4406,5764,Khan Packages ,6178,4406,4139,1091
6178-4016,6178-4354,5765,Khan Packages ,6178,4354,4016,1082
6213-3252,6213-1841,5766,Khan Packages ,6213,1841,3252,1094
6213-3279,6213-1863,5767,Khan Packages ,6213,1863,3279,1094
6213-3290,6213-1872,5768,Khan Packages ,6213,1872,3290,1094
6213-3565,6213-1920,5769,Khan Packages ,6213,1920,3565,1094
6213-3371,6213-1928,5770,Khan Packages ,6213,1928,3371,1094
6213-3409,6213-1942,5771,Khan Packages ,6213,1942,3409,1094
6255-4151,6255-4432,5772,Khan Packages ,6255,4432,4151,1095
7064-3736,7064-2111,5773,Health factory international,7064,2111,3736,201391
7064-3736,7064-2111,5774,Health factory international,7064,2111,3736,201398
7064-3736,7064-2111,5775,Health factory international,7064,2111,3736,201698
6743-3535,6743-2018,5776,M.A. International & Co,6743,2018,3535,2259
5666-3542,5666-2021,5777,UCP Pakistan,5666,2021,3542,CUP/BP/18-074
6254-4233,6254-4449,5778,United tubes,6254,4449,4233,24339
6391-4157,6391-4438,5779,Metier Impressions,6391,4438,4157,19200259
6391-4177,6391-4472,5780,Metier Impressions,6391,4472,4177,19200266
6672-4247,6672-4481,5781,Metier Impressions,6672,4481,4247,19200259
6964-3737,6964-2112,5782,Sayeed International,6964,2112,3737,IN035773
6885-1630,6885-1575,5783,Paradise Airconditioning ,6885,1575,1630,32
5137-1254,5137-1212,5784,Umema Pack Technologise,5137,1212,1254,4
6762-3768,6762-2136,5785,Musaji Adam & sons,6762,2136,3768,Khi-5830
6989-3778,6989-,5786,High-Tech Engineering Services,6989,,3778,6989
6301-1635,6301-1578,5787,AUTOMATE PAKISTAN,6301,1578,1635,INVP-186547
4153-3779,4153-2141,5788,Micro Scientific Co.,4153,2141,3779,13446
6394-3772,6394-,5789,Allied Rental Modaraba,6394,,3772,SINV-013463
7108-1637,7108-1580,5790,Suzuki Defence Motor,7108,1580,1637,1900/10763
5840-3769,5840-2137,5791,Syed Enterprise,5840,2137,3769,16
6325-3773,6325-,5792,Technoman (Pvt.) Ltd.,6325,,3773,N2324/SD
6018-3790,6018-,5793,Pakistan Oxygen ,6018,,3790,371563388
6176-,6176-4664,5794,Metier Plastic,6176,4664,,19200175
6176-4374,6176-4663,5795,Metier Plastic,6176,4663,4374,19200175
6176-4329,6176-4676,5796,Metier Plastic,6176,4676,4329,19200176
6176-,6176-4675,5797,Metier Plastic,6176,4675,,19200176
6176-,6176-4690,5798,Metier Plastic,6176,4690,,19200177
6176-4330,6176-4689,5799,Metier Plastic,6176,4689,4330,19200178
6530-,6530-4673,5800,Metier Impressions,6530,4673,,19200303
6524-,6524-4674,5801,Metier Impressions,6524,4674,,19200302
6174-,6174-4682,5802,Metier Impressions,6174,4682,,19200307
6649-,6649-4681,5803,Metier Impressions,6649,4681,,19200306
6530-,6530-4680,5804,Metier Impressions,6530,4680,,19200305
6524-,6524-4679,5805,Metier Impressions,6524,4679,,19200304
6655-4379,6655-4672,5806,Metier Impressions,6655,4672,4379,19200300
6655-4375,6655-4665,5807,Metier Impressions,6655,4665,4375,19200298
6530-417,6530-279,5808,Metier Impressions,6530,279,417,19200297
6530-416,6530-278,5809,Metier Impressions,6530,278,416,19200297
6530-418,6530-280,5810,Metier Impressions,6530,280,418,19200301
6594-,6594-4662,5811,Metier Impressions,6594,4662,,19200299
6177-,6177-4671,5812,Metier Ampoule ,6177,4671,,19200047
2065-3741,2065-2115,5813,M.A Printer,2065,2115,3741,94
6506-3725,6506-2106,5814,M.A Printer,6506,2106,3725,92
6909-4370,6909-4646,5815,M.A Printer,6909,4646,4370,97
6526-4369,6526-4645,5816,M.A Printer,6526,4645,4369,96
6506-3740,6506-2114,5817,M.A Printer,6506,2114,3740,93
7034-,7034-277,5818,M.A Printer,7034,277,,95
6945-,6945-4677,5819,Super International ,6945,4677,,567/1920
6253-413,6253-274,5820,SWS Pvt Ltd,6253,274,413,1998/12/2019
6253-415,6253-276,5821,SWS Pvt Ltd,6253,276,415,1998/12/2019
6253-414,6253-275,5822,SWS Pvt Ltd,6253,275,414,1998/12/2019
6685-4322,6685-4607,5823,SWS Pvt Ltd,6685,4607,4322,1997/12/2019
109-412,109-273,5824,Iftekhar International,109,273,412,M/298
4556-3685,4556-2082,5825,Javed Chemical ,4556,2082,3685,21633
6892-1693,6892-1638,5826,New Zafcom Tyres Company,6892,1638,1693,7605
7093-3753,7093-2124,5827,WESCO International,7093,2124,3753,173/19-20
6823-1614,6823-1559,5828,Deffence Battery,6823,1559,1614,6479
5939-1198,5939-1154,5829,New Zafcom Tyres Company,5939,1154,1198,130
6821-1616,6821-1561,5830,Honda Banglore,6821,1561,1616,64033
6821-3776,6821-,5831,Honda Banglore,6821,,3776,64033
6442-406,6442-267,5832,Khan Packages ,6442,267,406,1096
6493-4146,6493-4418,5833,Khan Packages ,6493,4418,4146,1092
6551-3660,6551-2072,5834,Khan Packages ,6551,2072,3660,1116
6551-3495,6551-1994,5835,Khan Packages ,6551,1994,3495,1116
6551-3480,6551-1984,5836,Khan Packages ,6551,1984,3480,1116
6551-3436,6551-1958,5837,Khan Packages ,6551,1958,3436,1116
6794-3723,6794-,5838,Muhammad Ahsan Contractor,6794,,3723,3723
6906-1625,6906-1570,5839,K. W. Traders,6906,1570,1625,3230
5655-3794,5655-,5840,Alfazal Engineering,5655,,3794,ALFS-19-11-48
6962-3793,6962-,5841,Alfazal Engineering,6962,,3793,ALFS-19-11-47
7008-3797,7008-2151,5842,Kamtec International,7008,2151,3797,11241
5939-1610,5939-1539,5843,New Zafcom Tyres Company,5939,1539,1610,130
6223-4022,6223-4348,5844,M.A Printer,6223,4348,4022,76
6223-4023,6223-4349,5845,M.A Printer,6223,4349,4023,76
6223-405,6223-266,5846,M.A Printer,6223,266,405,76
6223-4025,6223-4352,5847,M.A Printer,6223,4352,4025,76
6223-4041,6223-4347,5848,M.A Printer,6223,4347,4041,76
6445-4168,6445-4451,5849,Mansoor Chem,6445,4451,4168,346
4688-2744,4688-,5850,Waheed Bhai Carpenter,4688,,2744,4688-68
4688-2713,4688-1530,5851,Waheed Bhai Carpenter,4688,1530,2713,4688-68
4688-1109,4688-1061,5852,Waheed Bhai Carpenter,4688,1061,1109,4688-68
5614-3522,5614-,5853,Waheed Bhai Carpenter,5614,,3522,5614-81
5614-1478,5614-1434,5854,Waheed Bhai Carpenter,5614,1434,1478,5614-81
5614-3512,5614-2006,5855,Waheed Bhai Carpenter,5614,2006,3512,5614-81
5666-3082,5666-,5856,UCP Pakistan,5666,,3082,CUP/BP/2019090501
5666-3081,5666-,5857,UCP Pakistan,5666,,3081,CUP/BP/2019090501
5666-3080,5666-,5858,UCP Pakistan,5666,,3080,CUP/BP/2019090501
5666-3084,5666-,5859,UCP Pakistan,5666,,3084,CUP/BP/2019090501
5817-1480,5817-1307,5860,Waheed Bhai Carpenter,5817,1307,1480,5817-80
5817-3523,5817-,5861,Waheed Bhai Carpenter,5817,,3523,5817-80
6043-3524,6043-,5862,Waheed Bhai Carpenter,6043,,3524,6043-82
6043-1475,6043-1431,5863,Waheed Bhai Carpenter,6043,1431,1475,6043-82
6174-4082,6174-4380,5864,Metier Impressions,6174,4380,4082,19200253
6174-4083,6174-4381,5865,Metier Impressions,6174,4381,4083,19200253
5338-1639,5338-1582,5866,Paradise Airconditioning ,5338,1582,1639,33-34
5011-3783,5011-2145,5867,Paradise Airconditioning ,5011,2145,3783,29
5969-1636,5969-1579,5868,Paradise Airconditioning ,5969,1579,1636,16
6170-3782,6170-2144,5869,Paradise Airconditioning ,6170,2144,3782,25
6311-3784,6311-2146,5870,Paradise Airconditioning ,6311,2146,3784,17
5196-3781,5196-2143,5871,Paradise Airconditioning ,5196,2143,3781,23
6465-1528,6465-1473,5872,Toyta Southern ,6465,1473,1528,463328
6969-,6969-281,5873,SWS Pvt Ltd,6969,281,,2029/12/2019
6969-,6969-282,5874,SWS Pvt Ltd,6969,282,,2029/12/2019
6969-,6969-4699,5875,SWS Pvt Ltd,6969,4699,,2029/12/2019
6969-,6969-4700,5876,SWS Pvt Ltd,6969,4700,,2029/12/2019
6969-,6969-4701,5877,SWS Pvt Ltd,6969,4701,,2029/12/2019
5448-4195,5448-4499,5878,Ibne Rasheed Enterprises,5448,4499,4195,IRE/K/001747
5985-4196,5985-4500,5879,Ibne Rasheed Enterprises,5985,4500,4196,IRE/K/001748
6972-,6972-4698,5880,Lucky Plastic,6972,4698,,821
6893-3786,6893-2148,5881,Metier Impressions,6893,2148,3786,19200312
6757-6757,6757-4714,5882,Metier Impressions,6757,4714,6757,19200318
6693-,6693-4711,5883,Metier Impressions,6693,4711,,19200317
6757-,6757-4708,5884,Metier Impressions,6757,4708,,19200315
6878-4381,6878-4707,5885,Metier Impressions,6878,4707,4381,19200314
6594-,6594-4706,5886,Metier Impressions,6594,4706,,19200313
6176-,6176-4712,5887,Metier Plastic,6176,4712,,19200183
6176-,6176-4713,5888,Metier Plastic,6176,4713,,19200183
6594-,6594-4695,5889,Metier Impressions,6594,4695,,19200311
6176-4331,6176-4693,5890,Metier Plastic,6176,4693,4331,19200180
6176-4332,6176-4694,5891,Metier Plastic,6176,4694,4332,19200181
6176-,6176-4702,5892,Metier Plastic,6176,4702,,19200182
6176-,6176-4703,5893,Metier Plastic,6176,4703,,19200182
6176-,6176-4692,5894,Metier Plastic,6176,4692,,19200179
7059-3806,7059-,5895,Transworld,7059,,3806,INV-60310-D3H4T2
6889-3702,6889-,5896,Waheed Bhai Carpenter,6889,,3702,6889-86
6889-1586,6889-1531,5897,Waheed Bhai Carpenter,6889,1531,1586,6889-86
6889-3697,6889-2087,5898,Waheed Bhai Carpenter,6889,2087,3697,6889-86
6801-3703,6801-,5899,Waheed Bhai Carpenter,6801,,3703,6801-88
6801-1588,6801-1533,5900,Waheed Bhai Carpenter,6801,1533,1588,6801-88
6807-1587,6807-1532,5901,Waheed Bhai Carpenter,6807,1532,1587,6807-87
6407-1474,6407-1430,5902,Waheed Bhai Carpenter,6407,1430,1474,6407-79
6238-4107,6238-4388,5903,Metier Impressions,6238,4388,4107,19200040
6238-4106,6238-4387,5904,Metier Impressions,6238,4387,4106,19200040
1397-1931,1397-1098,5905,Syed Enterprise,1397,1098,1931,298
1397-1251,1397-691,5906,Syed Enterprise,1397,691,1251,242
6809-,6809-4704,5907,United tubes,6809,4704,,26231
6986-,6986-4678,5908,ICI Pakistan LTD,6986,4678,,70479970
6564-4348,6564-4628,5909,Iftekhar International,6564,4628,4348,P/119
5759-4289,5759-4564,5910,Iftekhar International,5759,4564,4289,M/299
109-412,109-273,5911,Iftekhar International,109,273,412,M/298
P/098-4244,P/098-4473,5912,Iftekhar International,P/098,4473,4244,P/098
4504-2743,4504-,5913,Waheed Bhai Carpenter,4504,,2743,4504-69
4504-1108,4504-1060,5914,Waheed Bhai Carpenter,4504,1060,1108,4504-69
5041-3293,5041-1875,5915,Superline Marketing ,5041,1875,3293,INV-762-19/20
5141-3486,5141-1988,5916,Syed Enterprise,5141,1988,3486,390
5287-1114,5287-1066,5917,Waheed Bhai Carpenter,5287,1066,1114,5287-70
5287-2745,5287-,5918,Waheed Bhai Carpenter,5287,,2745,5287-70
6215-3280,6215-1864,5919,Procom Technologies,6215,1864,3280,156
6567-1403,6567-1361,5920,Sh.Wilayat Ahmed & Sons,6567,1361,1403,1189
7037-3735,7037-2110,5921,Khan Packages ,7037,2110,3735,1139
6493-4378,6493-4670,5922,Khan Packages ,6493,4670,4378,1135
5752-4377,5752-4669,5923,Khan Packages ,5752,4669,4377,1134
5369-4376,5369-4668,5924,Khan Packages ,5369,4668,4376,1133
5369-4361,5369-4658,5925,Khan Packages ,5369,4658,4361,1131
6399-4360,6399-4657,5926,Khan Packages ,6399,4657,4360,1130
4766-,4766-4656,5927,Khan Packages ,4766,4656,,1129
5853-4358,5853-4655,5928,Khan Packages ,5853,4655,4358,1128
5594-4350,5594-4634,5929,Khan Packages ,5594,4634,4350,1127
6399-4321,6399-4605,5930,Khan Packages ,6399,4605,4321,1123
5752-4215,5752-4606,5931,Khan Packages ,5752,4606,4215,1124
5752-4212,5752-4586,5932,Khan Packages ,5752,4586,4212,1122
5369-4296,5369-4573,5933,Khan Packages ,5369,4573,4296,1121
5752-4211,5752-4572,5934,Khan Packages ,5752,4572,4211,1120
6551-,6551-2072,5935,Khan Packages ,6551,2072,,1119
5752-4342,5752-4620,5936,Khan Packages ,5752,4620,4342,1125
6255-,6255-4621,5937,Khan Packages ,6255,4621,,1126
6758-4380,6758-4683,5938,Khan Packages ,6758,4683,4380,1136
5752-,5752-4697,5939,Khan Packages ,5752,4697,,1138
5752-4382,5752-4696,5940,Khan Packages ,5752,4696,4382,1137
7119-,7119-4710,5941,Khan Packages ,7119,4710,,1141
6570-,6570-4709,5942,Khan Packages ,6570,4709,,1140
5368-4150,5368-4431,5943,IDEAPAC,5368,4431,4150,25
6500-3708,6500-2092,5944,Zauq International,6500,2092,3708,20-130
6500-3774,6500-2139,5945,Zauq International,6500,2139,3774,20-130
5967-1631,5967-1576,5946,Tariq Automation,5967,1576,1631,22
6268-1632,6268-1577,5947,Tariq Automation,6268,1577,1632,21
7074-3814,7074-2156,5948,Pak Gases,7074,2156,3814,2654
6693-4404,6693-4688,5949,Metier Impressions,6693,4688,4404,19200310
6693-4406,6693-4691,5950,Metier Impressions,6693,4691,4406,19200310
6927-,6927-4744,5951,Metier Impressions,6927,4744,,19200329
6538-4402,6538-4686,5952,Metier Impressions,6538,4686,4402,19200309
6538-4403,6538-4687,5953,Metier Impressions,6538,4687,4403,19200309
6594-4401,6594-4685,5954,Metier Impressions,6594,4685,4401,19200308
6594-,6594-4684,5955,Metier Impressions,6594,4684,,19200308
5666-1488,5666-1443,5956,UCP Pakistan,5666,1443,1488,CUP/BP/18-074
5428-3509,5428-2003,5957,Zauq International,5428,2003,3509,20-110
4646-4300,4646-4579,5958,Brothers Enterprises,4646,4579,4300,98887
